urn,school_name,la_code,la_name,school_type,phase,address_1,address_2,address_3,town,county,postcode,phone,head_title,head_first_name,head_last_name,website,trust_code,trust_name,pupil_count,headteacher
100199,Blackheath Prep,203,Greenwich,Other independent school,Not applicable,4 St German's Place,Blackheath,,London,,SE3 0NJ,2088580692.0,Ms,Vikki,Lloyd,www.blackheathprep.co.uk,,,388.0,Ms Vikki Lloyd
100200,Riverston School,203,Greenwich,Other independent school,Not applicable,63-69 Eltham Road,Lee Green,,London,,SE12 8UF,2083184327.0,Mr,Guy,Baker,www.riverstonschool.co.uk,,,205.0,Mr Guy Baker
100201,St Olave's Prep School,203,Greenwich,Other independent school,Not applicable,106-110 Southwood Road,New Eltham,,London,,SE9 3QS,2082948930.0,Miss,Claire,Holloway,www.stolaves.org.uk,,,215.0,Miss Claire Holloway
100202,Colfe's School,203,Greenwich,Other independent school,Not applicable,Horn Park Lane,Lee,,London,,SE12 8AW,2084638104.0,Mr,Daniel,Gabriele,www.colfes.com,,,1308.0,Mr Daniel Gabriele
100203,Heath House Preparatory School,209,Lewisham,Other independent school,Not applicable,37 Wemyss Road,Blackheath,,London,,SE3 0TG,2082971900.0,Mr,Mark,Pearce,www.heathhouseprepschool.com,,,120.0,Mr Mark Pearce
100204,King's Oak School,203,Greenwich,Community special school,Not applicable,Eltham Palace Road,Eltham,,London,,SE9 5LX,2088508081.0,Mr,Meic,Griffiths,www.imperiumfederation.co.uk,,,37.0,Mr Meic Griffiths
100212,Wentworth Nursery School and Children's Centre,204,Hackney,Local authority nursery school,Nursery,Cassland Road,Hackney,,London,,E9 5BY,2089853491.0,Ms,Farzana,Chowdhury,www.wentworth.hackney.sch.uk,,,77.0,Ms Farzana Chowdhury
100213,Comet Nursery School and Children's Centre,204,Hackney,Local authority nursery school,Nursery,20 Halcomb Street,Hoxton,Comet Nursery School and Children's Centre,London,,N1 5RF,2077499850.0,Ms,Lisa,Clarke,https://www.cometnurseryandcc.co.uk/website,,,115.0,Ms Lisa Clarke
100218,Berger Primary School,204,Hackney,Community school,Primary,Anderson Road,Hackney,,London,,E9 6HB,2089856280.0,Mr,Yusuf,Gleason,www.berger.hackney.sch.uk,,,425.0,Mr Yusuf Gleason
100223,Daubeney Primary School,204,Hackney,Community school,Primary,Daubeney Road,Clapton,,London,,E5 0EG,2089854380.0,Mr,Robin,Warren,www.daubeney.hackney.sch.uk,,,367.0,Mr Robin Warren
100225,Gainsborough Primary School,204,Hackney,Community school,Primary,Berkshire Road,,,London,,E9 5ND,2089854622.0,Ms,Jenna,Clark,www.gainsborough.hackney.sch.uk,,,310.0,Ms Jenna Clark
100229,Lauriston School,204,Hackney,Community school,Primary,Rutland Road,,,London,,E9 7JS,2089856331.0,Mr,Robin,Warren,www.lauriston.hackney.sch.uk,,,425.0,Mr Robin Warren
100230,London Fields Primary School,204,Hackney,Community school,Primary,Westgate Street,Hackney,,London,,E8 3RL,2072544330.0,Ms,Sharon,Taylor,www.londonfields.hackney.sch.uk,,,424.0,Ms Sharon Taylor
100231,Millfields Community School,204,Hackney,Community school,Primary,Hilsea Street,Hackney,,London,,E5 0SH,2089857898.0,Miss,Jane,Betsworth,http://www.millfields.hackney.sch.uk/,,,635.0,Miss Jane Betsworth
100232,Morningside Primary School,204,Hackney,Community school,Primary,Chatham Place,Hackney,Morningside Primary School,London,,E9 6LL,2089855382.0,Ms,Rachel,Smith and Jo Stonehouse,www.morningside.hackney.sch.uk,,,437.0,Ms Rachel Smith and Jo Stonehouse
100234,Orchard Primary School,204,Hackney,Community school,Primary,Holcroft Road,Hackney,,London,,E9 7BB,2089857785.0,Mr,Stephen,O'Brien,www.orchard.hackney.sch.uk/,,,531.0,Mr Stephen O'Brien
100235,Queensbridge Primary School,204,Hackney,Community school,Primary,Queensbridge Road,Haggerston,Hackney,London,,E8 4ET,2072541186.0,Ms,Sarah,Bailey OBE,www.queensbridge.hackney.sch.uk,,,424.0,Ms Sarah Bailey OBE
100239,Princess May Primary School,204,Hackney,Community school,Primary,Princess May Road,,,London,,N16 8DF,2072541589.0,Mr,Kevin,Reynolds,www.princessmay.hackney.sch.uk/,,,210.0,Mr Kevin Reynolds
100240,Sebright School,204,Hackney,Community school,Primary,Audrey Street,Goldsmiths Row,,London,,E2 8QH,2077396531.0,Mr,Robin,Warren,http://www.sebright.hackney.sch.uk,,,441.0,Mr Robin Warren
100241,Shacklewell Primary School,204,Hackney,Community school,Primary,Shacklewell Row,Hackney,,London,,E8 2EA,2072541415.0,Ms,Nicole,Reid (Executive Headteacher),www.shacklewell.hackney.sch.uk/,,,472.0,Ms Nicole Reid (Executive Headteacher)
100242,Southwold Primary School,204,Hackney,Community school,Primary,Detmold Road,Clapton,,Hackney,,E5 9NL,2088065201.0,Mr,Stephen,O'Brien,www.southwold.hackney.sch.uk/,,,360.0,Mr Stephen O'Brien
100243,Thomas Fairchild Community School,204,Hackney,Community school,Primary,Forston Street,Hoxton,,London,,N1 7HA,2072539469.0,Mr,Matthew,Trahair,http://www.thomasfairchild.hackney.sch.uk/,,,220.0,Mr Matthew Trahair
100245,Shoreditch Park Primary School,204,Hackney,Community school,Primary,Bridport Place,,,London,,N1 5JN,2077397973.0,Ms,Penny,Smith,www.shoreditchpark.hackney.sch.uk,,,438.0,Ms Penny Smith
100248,Woodberry Down Community Primary School,204,Hackney,Community school,Primary,Woodberry Grove,Finsbury Park,,London,,N4 1SY,2088005758.0,Ms,Nicole,Reid (Executive Headteacher),www.woodberrydown.hackney.sch.uk/,,,691.0,Ms Nicole Reid (Executive Headteacher)
100250,Kingsmead Primary School,204,Hackney,Community school,Primary,Kingsmead Way,,,London,,E9 5PP,2089855779.0,Ms,Louise,Nichols,http://www.kingsmead.hackney.sch.uk/,,,226.0,Ms Louise Nichols
100252,Grasmere Primary School,204,Hackney,Community school,Primary,92 Albion Road,,,London,,N16 9PD,2072544564.0,Ms,Karen,Pedro,www.grasmere.hackney.sch.uk,,,211.0,Ms Karen Pedro
100253,Jubilee Primary School,204,Hackney,Community school,Primary,Filey Avenue,,,London,,N16 6NR,2088065446.0,Mrs,Norma,Hewins,http://www.jubilee.hackney.sch.uk/,,,445.0,Mrs Norma Hewins
100254,Nightingale Primary School,204,Hackney,Community school,Primary,Tiger Way,Hackney,,London,,E5 8NA,2089854259.0,Mrs,Abigail,Hopper,www.nightingale.hackney.sch.uk/,,,366.0,Mrs Abigail Hopper
100256,Harrington Hill Primary School,204,Hackney,Community school,Primary,Mount Pleasant Lane,,,London,,E5 9JG,2088067275.0,Mrs,Rebecca,Kennedy,www.harringtonhill.hackney.sch.uk/,,,186.0,Mrs Rebecca Kennedy
100257,Holmleigh Primary School,204,Hackney,Community school,Primary,Fairholt Road,Stoke Newington,,London,,N16 5ED,2088027420.0,,Margaret,Boateng,www.holmleigh.hackney.sch.uk/,,,224.0,Margaret Boateng
100258,Grazebrook Primary School,204,Hackney,Community school,Primary,Grazebrook Primary School,Lordship Road,Stoke Newington,London,,N16 0QP,2088024051.0,Mrs,Nicole,Reid (Executive Headteacher),www.grazebrook.hackney.sch.uk/,,,471.0,Mrs Nicole Reid (Executive Headteacher)
100259,Parkwood Primary School,204,Hackney,Community school,Primary,Queen's Drive,,Parkwood Primary School,LONDON,,N4 2HQ,2088025366.0,Mr,Paul,Thomas,www.parkwood.hackney.sch.uk/,,,197.0,Mr Paul Thomas
100260,Benthal Primary School,204,Hackney,Community school,Primary,Benthal Road,Hackney,,London,,N16 7AU,2089859310.0,Ms,Louise,Drew,www.benthal.hackney.sch.uk/,,,261.0,Ms Louise Drew
100261,Mandeville Primary School,204,Hackney,Community school,Primary,Oswald Street,Hackney,,London,,E5 0BT,2089865249.0,Mr,Marc,Thompson,www.mandeville.hackney.sch.uk,,,275.0,Mr Marc Thompson
100263,Holy Trinity Church of England Primary School,204,Hackney,Voluntary aided school,Primary,Beechwood Road,,,London,,E8 3DY,2072541010.0,Miss,Rebecca,Mackenzie,www.holytrinity.hackney.sch.uk,,,249.0,Miss Rebecca Mackenzie
100264,Our Lady and St Joseph Catholic Primary School,204,Hackney,Voluntary aided school,Primary,Buckingham Road,Hackney,,London,,N1 4JB,2072547353.0,Ms,Aoife,O'Grady,http://www.olsjschool.net/,,,201.0,Ms Aoife O'Grady
100266,St John the Baptist Voluntary Aided Church of England Primary School,204,Hackney,Voluntary aided school,Primary,Crondall Street,,,London,,N1 6JG,2077394902.0,Ms,Toni,Mason,www.st-john.hackney.sch.uk,,,256.0,Ms Toni Mason
100267,St Matthias Church of England Primary School,204,Hackney,Voluntary aided school,Primary,Wordsworth Road,,,London,,N16 8DD,2072541148.0,Mrs,Lucy,Blewett,,,,160.0,Mrs Lucy Blewett
100269,St. Paul's With St. Michael's CofE Primary School,204,Hackney,Voluntary aided school,Primary,57a Brougham Rd,,,Hackney,,E8 4PB,2072541927.0,Mrs,Kiyeran,Lot,www.spsm.hackney.sch.uk/,,,188.0,Mrs Kiyeran Lot
100270,St John of Jerusalem Church of England Primary School,204,Hackney,Voluntary aided school,Primary,Kingshold Road,,St. John of Jerusalem C of E Primary School,London,,E9 7JF,2089850730.0,Mrs,René,Africa,www.st-johnjerusalem.hackney.sch.uk/,,,152.0,Mrs René Africa
100274,St Scholastica's Catholic Primary School,204,Hackney,Voluntary aided school,Primary,Kenninghall Road,,Clapton,London,,E5 8BS,2089853466.0,Mrs,Sandra,Brierley,www.st-scholasticas.com,,,185.0,Mrs Sandra Brierley
100275,Simon Marks Jewish Primary School,204,Hackney,Voluntary aided school,Primary,75 Cazenove Road,Stoke Newington,Hackney,London,,N16 6PD,2088066048.0,Ms,Gulcan,Metin-Asdoyuran,www.simonmarks.hackney.sch.uk/,,,124.0,Ms Gulcan Metin-Asdoyuran
100279,Stoke Newington School and Sixth Form,204,Hackney,Community school,Secondary,Clissold Road,,Hackney,London,,N16 9EX,2072419600.0,Mrs,Zehra,Jaffer,http://www.sns.hackney.sch.uk/,,,1647.0,Mrs Zehra Jaffer
100282,All Saints Catholic High School,204,Hackney,Voluntary aided school,Secondary,6-16 Amhurst Park,Stamford Hill,,London,,N16 5AF,2088002158.0,Mr,Andy,English,https://www.allsaintschs.co.uk,,,499.0,Mr Andy English
100284,The Urswick School - A Church of England Secondary School,204,Hackney,Voluntary aided school,Secondary,Paragon Road,Hackney,,London,,E9 6NR,2089852430.0,Mr,Oyedele,Rotimi,www.theurswickschool.co.uk,,,803.0,Mr Oyedele Rotimi
100287,Yesodey Hatorah School,204,Hackney,Other independent school,Not applicable,2-4 Amhurst Park,Hackney,,London,,N16 5AE,2088008612.0,Rabbi,Aron,Kahn,,,,203.0,Rabbi Aron Kahn
100289,Talmud Torah Yetev Lev,204,Hackney,Other independent school,Not applicable,111-115 Cazenove Road,,,London,,N16 6AX,2088063834.0,Mr,E,Padwa,,,,483.0,Mr E Padwa
100291,Bnois Jerusalem Girls School,204,Hackney,Other independent school,Not applicable,"71, 75-81 Amhurst Park",,,London,,N16 5DL,2088005781.0,Mrs,M,Landau,,,,615.0,Mrs M Landau
100293,Beis Rochel d'Satmar Girls' School,204,Hackney,Other independent school,Not applicable,51-57 Amhurst Park,,,London,,N16 5DL,2088009060.0,Mrs,Leah,Jacobovics,,,,1326.0,Mrs Leah Jacobovics
100294,Talmud Torah Machzikei Hadass School,204,Hackney,Other independent school,Not applicable,1 Belz Terrace,Clapton Common,,London,,E5 9SN,2088006599.0,Rabbi,C,Silbiger,,,,533.0,Rabbi C Silbiger
100295,Beis Malka Girls' School,204,Hackney,Other independent school,Not applicable,93 Alkham Road,,,LONDON,,N16 6XD,2088062070.0,Mrs,G,Wind,,,,599.0,Mrs G Wind
100296,Talmud Torah Chaim Meirim Wiznitz School,204,Hackney,Other independent school,Not applicable,26 Lampard Grove,,,London,,N16 6XB,2088060898.0,Mrs,Gittel,Koppenheim,,,,241.0,Mrs Gittel Koppenheim
100298,Bobov Primary Boys School,204,Hackney,Other independent school,Not applicable,87-90 Egerton Road,London,,,,N16 6UE,2088091025.0,Mr,Mordechai,Erlanger,,,,221.0,Mr Mordechai Erlanger
100299,T T T Y Y School,204,Hackney,Other independent school,Not applicable,14 Heathland Road,London,,London,,N16 5NH,2088021348.0,Rabbi,Y.Y.,Friesel,,,,150.0,Rabbi Y.Y. Friesel
100300,Tayyibah Girls' School,204,Hackney,Other independent school,Not applicable,88 Filey Avenue,Stamford Hill,,London,,N16 6JJ,2088800085.0,Mrs,Amreen Jameer &,Maryam Al Sadik,http://tayyibah.org.uk/,,,173.0,Mrs Amreen Jameer & Maryam Al Sadik
100307,Stormont House School,204,Hackney,Community special school,Not applicable,Downs Park Road,,,London,,E5 8NP,2089854245.0,Mr,Kevin,McDonnell,http://www.stormonthouse.hackney.sch.uk/,,,139.0,Mr Kevin McDonnell
100311,The Garden School,204,Hackney,Community special school,Not applicable,Wordsworth Road,,,London,,N16 8BZ,2072548096.0,Mr,Ray,Lawrence,http://www.the-garden.org.uk/,,,199.0,Mr Ray Lawrence
100312,Ickburgh School,204,Hackney,Community special school,Not applicable,Kenworthy Road,Hackney,,London,,E9 5RB,2088064638.0,Mr,Joseph,Sieber,http://www.ickburgh.hackney.sch.uk/web,,,166.0,Mr Joseph Sieber
100315,Randolph Beresford Early Years Centre,205,Hammersmith and Fulham,Local authority nursery school,Nursery,Australia Road,White City,Australia Road,London,,W12 7PH,2087437339.0,Ms,Michele,Barrett,https://www.randolphberesfordeyc.org.uk,,,130.0,Ms Michele Barrett
100316,Vanessa Nursery School,205,Hammersmith and Fulham,Local authority nursery school,Nursery,14 Cathnor Road,,,London,,W12 9JA,2087438196.0,Ms,Michele,Barrett,https://www.vanessanurseryschool.org.uk,,,79.0,Ms Michele Barrett
100317,James Lee Nursery School,205,Hammersmith and Fulham,Local authority nursery school,Nursery,Gliddon Road,,,London,,W14 9BH,2087418877.0,Miss,Anne-Marie,Strachan,www.jameslee.lbhf.sch.uk,,,33.0,Miss Anne-Marie Strachan
100318,Bayonne Nursery School,205,Hammersmith and Fulham,Local authority nursery school,Nursery,50 Paynes Walk,,,London,,W6 8PF,2073855366.0,Miss,Anne-Marie,Strachan,www.bayonne.lbhf.sch.uk,,,64.0,Miss Anne-Marie Strachan
100321,Addison Primary School,205,Hammersmith and Fulham,Community school,Primary,Addison Gardens,Blythe Road,,London,,W14 0DT,2076035333.0,Mr,Damien,McGarrigle,www.addisonprimary.org/,,,200.0,Mr Damien McGarrigle
100322,Avonmore Primary School,205,Hammersmith and Fulham,Community school,Primary,11 Mund Street,,,London,,W14 9LY,2076039750.0,Ms,Maya,Wittleton,www.avonmoreprimary.co.uk,,,184.0,Ms Maya Wittleton
100324,Brackenbury Primary School,205,Hammersmith and Fulham,Community school,Primary,Dalling Road,Hammersmith,,London,,W6 0BA,2087433074.0,Mr,David,Collins,www.brackenbury.lbhf.sch.uk,,,318.0,Mr David Collins
100326,Miles Coverdale Primary School,205,Hammersmith and Fulham,Community school,Primary,Coverdale Road,Shepherds Bush,Coverdale Road,London,,W12 8JJ,2087435847.0,Mrs,Taranum,Baig,www.milescoverdaleprimary.co.uk/,,,225.0,Mrs Taranum Baig
100328,Flora Gardens Primary School,205,Hammersmith and Fulham,Community school,Primary,34 Lena Gardens,,,London,,W6 7PZ,2087482566.0,Mrs,Katy,Asserati,www.floragardens.lbhf.sch.uk,,,186.0,Mrs Katy Asserati
100331,Kenmont Primary School,205,Hammersmith and Fulham,Community school,Primary,"Kenmont Primary School, Valliere Road",,,London,,NW10 6AL,2089694497.0,Mr,David,Collins,www.kenmont.lbhf.sch.uk,,,218.0,Mr David Collins
100334,Melcombe Primary School,205,Hammersmith and Fulham,Community school,Primary,Fulham Palace Road,,,London,,W6 9ER,2087487411.0,Miss,Anne-Marie,Strachan,www.melcombe.lbhf.sch.uk,,,136.0,Miss Anne-Marie Strachan
100335,Old Oak Primary School,205,Hammersmith and Fulham,Community school,Primary,Mellitus Street,East Acton,,London,,W12 0AS,2087437629.0,Mrs,Katie,Beardsworth,www.oldoakprimary.co.uk/,,,205.0,Mrs Katie Beardsworth
100338,Sir John Lillie Primary School,205,Hammersmith and Fulham,Community school,Primary,Lillie Road,,Lillie Road,Fulham,,SW6 7LN,4473852107.0,Mrs,Sue,Hayward,www.sirjohnlillieprimary.co.uk/,,,191.0,Mrs Sue Hayward
100340,Wendell Park Primary School,205,Hammersmith and Fulham,Community school,Primary,Cobbold Road,,,London,,W12 9LB,2087431372.0,Mr,David,Collins,www.wendellpark.lbhf.sch.uk,,,396.0,Mr David Collins
100341,Wormholt Park Primary School,205,Hammersmith and Fulham,Community school,Primary,Bryony Road,,,London,,W12 0SR,2087435073.0,Mrs,Anika,Hargie,http://www.wormholtparkprimary.co.uk/,,,310.0,Mrs Anika Hargie
100344,All Saints CofE Primary School,205,Hammersmith and Fulham,Voluntary aided school,Primary,Bishops Avenue,Fulham,,London,,SW6 6ED,2077362803.0,Mr,Kieran,Gorman,www.allsaintsce.lbhf.sch.uk,,,213.0,Mr Kieran Gorman
100345,Holy Cross RC School,205,Hammersmith and Fulham,Voluntary aided school,Primary,Basuto Road,,,London,,SW6 4BL,2077361447.0,Mrs,Kathleen,Williams,http://www.holycrossfulham.org.uk/,,,622.0,Mrs Kathleen Williams
100346,John Betts Primary School,205,Hammersmith and Fulham,Voluntary aided school,Primary,Paddenswick Road,,,London,,W6 0UA,2087482465.0,Miss,Jessica,Mair,www.johnbetts.lbhf.sch.uk,,,202.0,Miss Jessica Mair
100349,St John's Walham Green Church of England Primary School,205,Hammersmith and Fulham,Voluntary aided school,Primary,Filmer Road,Fulham,,London,,SW6 6AS,2077315454.0,Mrs,Hannah,Abu-Ghaida,www.stjohnsce.lbhf.sch.uk,,,394.0,Mrs Hannah Abu-Ghaida
100350,St Mary's Catholic Primary School,205,Hammersmith and Fulham,Voluntary aided school,Primary,Masbro Road,,,London,,W14 0LT,2076037717.0,Ms,Lucy,Black,www.stmarysrc.lbhf.sch.uk,,,177.0,Ms Lucy Black
100351,St Paul's CofE Primary School,205,Hammersmith and Fulham,Voluntary aided school,Primary,Worlidge Street,,,London,,W6 9BP,2087484951.0,Mrs,Tonnie,Read,www.stpaulsprimary.org/,,,159.0,Mrs Tonnie Read
100352,St Peter's Primary School,205,Hammersmith and Fulham,Voluntary aided school,Primary,33 St Peter's Road,Hammersmith,,London,,W6 9BA,2087487756.0,Miss,Karen,Frazer,www.stpetersce.lbhf.sch.uk/,,,209.0,Miss Karen Frazer
100353,St Stephen's CofE Primary School,205,Hammersmith and Fulham,Voluntary aided school,Primary,Uxbridge Road,,,London,,W12 8LH,2087434483.0,Mr,Michael,Schumm,www.ststephensce.lbhf.sch.uk/,,,440.0,Mr Michael Schumm
100354,Good Shepherd RC Primary School,205,Hammersmith and Fulham,Voluntary aided school,Primary,35 Gayford Road,,,London,,W12 9BY,2087435060.0,Mrs,Imogen,Lavelle,www.goodshepherdrc.lbhf.sch.uk/,,,227.0,Mrs Imogen Lavelle
100357,St Thomas of Canterbury Catholic Primary School,205,Hammersmith and Fulham,Voluntary aided school,Primary,Estcourt Road,Fulham,,London,,SW6 7HB,2073858165.0,Miss,Joanne,Breslin,www.stthomasrc.lbhf.sch.uk,,,75.0,Miss Joanne Breslin
100366,St Paul's Girls' School,205,Hammersmith and Fulham,Other independent school,Not applicable,Brook Green,,,London,,W6 7BS,2076032288.0,Mrs,Liz,Hewer,www.spgs.org,,,824.0,Mrs Liz Hewer
100368,Bute House Preparatory School for Girls,205,Hammersmith and Fulham,Other independent school,Not applicable,Luxembourg Gardens,London,,,,W6 7EA,2076037381.0,Ms,Sian,Bradshaw,https://www.butehouse.co.uk/,,,328.0,Ms Sian Bradshaw
100369,The Godolphin and Latymer School,205,Hammersmith and Fulham,Other independent school,Not applicable,Iffley Road,Hammersmith,,London,,W6 0PG,2087411936.0,Dr,Frances,Ramsey,https://www.godolphinandlatymer.com/,,,804.0,Dr Frances Ramsey
100370,Latymer Upper School and Latymer Prep,205,Hammersmith and Fulham,Other independent school,Not applicable,237 King Street,Hammersmith,,London,,W6 9LR,2086292024.0,Mrs,Susan,Wijeratna,www.latymer-upper.org,,,1428.0,Mrs Susan Wijeratna
100371,Ecole Française de Londres Jacques Prévert,205,Hammersmith and Fulham,Other independent school,Not applicable,59 Brook Green,,,London,,W6 7BE,2076026871.0,Mrs,Bleuenn,MORVAN,http://www.ecoleprevert.org.uk/,,,262.0,Mrs Bleuenn MORVAN
100372,Evergreen Primary School,205,Hammersmith and Fulham,Other independent school,Not applicable,9 Swan Mews,Parsons Green,,,,SW6 4QT,7562778537.0,Mrs,Rena,Begum,http://www.evergreenprimary.org.uk,,,73.0,Mrs Rena Begum
100373,Ravenscourt Park Preparatory School,205,Hammersmith and Fulham,Other independent school,Not applicable,16 Ravenscourt Avenue,Ravenscourt Park,,London,,W6 0SL,2088469153.0,Mr,Carl,Howes,www.rpps.co.uk,,,418.0,Mr Carl Howes
100375,L'Ecole des Petits School,205,Hammersmith and Fulham,Other independent school,Not applicable,2 Hazlebury Road,,,London,,SW6 2NB,2073718350.0,Mr,Laurent,Balerdi,www.lecoledespetits.co.uk,,,107.0,Mr Laurent Balerdi
